ref_number,disclosure_group,title_en,title_fr,name,purpose_en,purpose_fr,start_date,end_date,destination_en,destination_fr,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en,additional_comments_fr,owner_org,owner_org_title
T-2017-Q2-00014,SLE,Associate Assistant Deputy Minister,Sous-ministre adjoint délégué,Gilles Saindon,Outreach at the Research and Development Center. All Staff meeting and meetings with industry.,Visite de sensibilisation au Centre de recherche et développement. Réunions avec tous le personnel et réunions avec l'industrie.,2017-08-22,2017-08-24,"Fredericton, NB","Fredericton, NB",615.45,183,365.7,260.15,,1424.3,AJD980516,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00016,SLE,Assistant Deputy Minister Strategic Policy Branch,Sous ministre adjoint des Politiques stratégiques,Tom Rosser,To attend a meeting of the Crop Logistics Working Group,Pour assister à une réunion du groupe de travail sur la logistique du transport des récoltes.,2017-06-18,2017-06-20,"Winnipeg, MB","Winnipeg, MB",930.98,80,328.74,260.15,,1599.87,AJE643423,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00018,SLE,Assistant Deputy Minister Strategic Policy Branch,Sous ministre adjoint des Politiques stratégiques,Tom Rosser,To attend meetings on Trade and Transportation Infrastructure.,Pour assister aux réunions sur le commerce et l'infrastructure de transport.,2017-07-04,2017-07-08,"Vancouver, BC","Vancouver, CB",1206.38,107,701.46,375.9,,2390.74,AJE630257,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00019,SLE,Assistant Deputy Minister Strategic Policy Branch,Sous ministre adjoint des Politiques stratégiques,Tom Rosser,"To attend the Annual Conference of Federal, Provincial and Territorial Ministers and Deputy Ministers of Agriculture.","Pour assister à la Conférence annuelle des ministres et sous-ministres fédéraux, provinciaux et territoriaux de l’Agriculture.",2017-07-18,2017-07-21,"St. John's, NFLD","St. Jean, TN",2039.22,,888.93,249.4,350,3527.55,AJE636082,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00020,SLE,Assistant Deputy Minister Strategic Policy Branch,Sous ministre adjoint des Politiques stratégiques,Tom Rosser,To attend the Bio World Congress on Industrial Biotechnology.,Pour assister à le Congrès mondial BIO sur la biotechnologie industrielle.,2017-07-23,2017-07-25,"Montréal, Québec","Montréal, Québec",,275.38,545.02,168.25,1065,2053.65,AJE671630,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00021,SLE,Asistant Deputy Minister Market and and Industry Services branch,Sous-minstre adjoint Services à l'industrie et aux marchés,Fred Gorrell,To accompany the Minister to Kazakhstan,Pour accompagner le ministre de Kazakhstan,2017-06-19,2017-06-26,"Astana, Kazakhstan","Astana, Kazakhstan",9557.34,235.52,1451.99,467.23,,11712.08,AJE550210,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00022,SLE,Asistant Deputy Minister Market and and Industry Services branch,Sous-minstre adjoint Services à l'industrie et aux marchés,Fred Gorrell,To attend the Maritime Beef Summit,Pour assister au sommet de boeuf des maritimes,2017-07-10,2017-07-12,"Moncton, NB","Moncton, NB",631,85.4,549.68,150.2,,1416.28,AJE503864,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00023,SLE,Asistant Deputy Minister Market and and Industry Services branch,Sous-minstre adjoint Services à l'industrie et aux marchés,Fred Gorrell,To attend the Federal Provincial Trade Meetings,"Participer à une rencontre de commerce du fédérale, provinciale et territoriale",2017-07-18,2017-07-26,"St John's, NFLD",St John's TN,736.13,73.64,888.93,243.15,350,2291.85,AJE586166,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00024,SLE,Asistant Deputy Minister Market and and Industry Services branch,Sous-minstre adjoint Services à l'industrie et aux marchés,Fred Gorrell,To accompany the Parliamentary Secretary to Iowa Agriculture Summit,Pour accompagner le secrétaire parlementaire au sommet agricole de Iowa,2017-08-04,2017-08-05,"Des Moines, IO","Des Moines, IO",1006.74,97.36,265.88,155.25,3.79,1529.02,AJE548612,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00025,SLE,Chief Agriculture Negotiator,Négociateur en chef agricole,Frédéric Seppey,"Continuous executive training, Leadership Decision Making course (Kennedy School of Government, Cambridge, MA).","Formation continue des cadres - Cours sur la prise de décision exécutive (Kennedy School of Government, Cambridge, MA).",2017-06-18,2017-06-23,"Boston, MA","Boston, MA",552.59,234.46,,313.6,,1100.65,AJE538086,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00026,SLE,Chief Agriculture Negotiator,Négociateur en chef agricole,Frédéric Seppey,"Annual Federal, Provinicial and Territorial meeting of Ministers responsible for Agriculture.","Rencontre annuelle fédérale, provinciale, territoriale des ministres responsables de l'agriculture.",2017-07-19,2017-07-21,St. John's NL,"St. John's,TN",1482.89,26,888.93,133.05,350,2880.87,AJE598722,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00027,SLE,Chief Agriculture Negotiator,Négociateur en chef agricole,Frédéric Seppey,"Speaking engagement, Dairy Farmers of Canada Annual General Meeting.","Conférencier invité, Assemblée annuelle des Producteurs de lait du Canada.",2017-07-17,2017-07-18,"Edmonton, AB","Edmonton, AB",946.34,179.26,125.35,161.7,13.6,1426.25,AJE533317,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00028,SLE,Chief Agriculture Negotiator,Négociateur en chef agricole,Frédéric Seppey,Support to Minister of Agriculture and Agri-Food at the Pacific NorthWest Economic Region 27th Annual Summit.,Appui au Ministre de l'Agriculture et de l'agroalimentaire - 27ième sommet annuel du Pacifique du nord ouest de la region économique.,2017-07-23,2017-07-25,"Portland, OR","Portland, OR",1662.88,242.61,574.18,276.44,,2756.11,AJE598919,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00029,SLE,Chief Agriculture Negotiator,Négociateur en chef agricole,Frédéric Seppey,Head of the Delegation to the 40th conference of the United Nations Food and Agriculture Organization.,Chef de la délégation canadienne à la 40e conférence de l'Organisation des Nations-Unies pour l'alimentation et l'agriculture.,2017-06-12,2017-06-16,"Rome, IT","Rome, IT",2046.2,167.08,1074.16,536.56,,3824,AJE537085,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00030,SLE,Chief Agriculture Negotiator,Négociateur en chef agricole,Frédéric Seppey,Chairing of the 5th Global Low-Level Presence Initiative.,Présidene de la 5ieme rencontre de l'initiative globale sur la présence en faible valeur.,2017-07-02,2017-07-06,"Rome, IT","Rome, IT",2949.99,254.55,734.67,660,,4599.21,AJE559383,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00031,SLE,Assistant Deputy Minister Public Affairs Branch,Sous-ministre adjointe Direction générale des affaires publiques,Jane Taylor,"Attend Annual Conference of  Federal, provincialand territorial Ministers and Deputy Minister's of Agricultrure and Agri-Food Canada.","Participer à la Conférence annuelle fédérale, provinciale et territoriale des ministres et sous-ministres d'Agriculture et Agroalimentaire Canada.",2017-07-18,2017-07-21,"St.John's, NL","St. John's, TN",847.34,37.1,888.93,214.35,350,2337.72,"Flights to Halifax, NS included

AJC199981",Incluant les vols pour,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00032,SLE,Assistant Deputy Minister Public Affairs Branch,Sous-ministre adjointe Direction générale des affaires publiques,Jane Taylor,Regional Outreach,Visite de sensibilisation,2017-07-23,2017-07-24,"Halifax, NS","Halifax, N-É",647.5,93.48,112.12,161.7,,1014.8,"Flights claimed on  previous trip (St.Johns)
ACJ101008","Vols réclamés sous voyage précédent St.Johns, TN",aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00034,SLE,Assistant Deputy Minister Programs Branch,Sous-ministre adjointe de la Direction générale des programmes,France Pégeot ,Meeting with Quebec provincial government ,Réunion avec le gouvernement provincial du Québec,2017-07-03,2017-07-03,"Québec, Québec ","Québec, Québec ",437.23,67,0,81.15,,585.38,AJF126037,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00036,SLE,Assistant Deputy Minister Programs Branch,Sous-ministre adjointe de la Direction générale des programmes,France Pégeot ," Minister's federal, provincial and territorial meeting.  Regina First Nations session.","Réunion fédérale, provinviale et territoriale du ministre.  Sessions des Premières nations à Régina.",2017-07-18,2017-07-24,"Saint John's, NFLD and Regina, SK ","Saint John's, TN et Regina, SK ",3187.1,73,1047.85,387.7,350,5045.65,"Personal Expenses from Jul. 21 4:00 pm  to Jul. 23 flights to Regina. Increased cost for airfare in order to meet the Deputy Minister`s request to change flights and last minute addition of the Regina travel portion. 
AJF172395","Dépenses personnelles du 21 juillet 16h00 au 23 juillet, vol à Régina. Augmentation du coût du transport aérien afin de répondre à la demande du sous-ministre de modifier les vols et l'ajout de dernière minute de la partie de voyage à Regina",aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00037,SLE,Assistant Deputy Minister Programs Branch,Sous-ministre adjointe de la Direction générale des programmes,France Pégeot ,2017 Canadian Field Crop Research Alliance Annual Meeting ,Réunion annuelle de l'Alliance de recherche sur les cultures commerciales du Canada 2017,2017-07-26,2017-07-30,"Québec, Québec ","Québec, Québec ",788.85,112.48,,211.7,,1113.03,"Personal Expenses from Jul. 28 4:00 pm  to Jul. 30, return flight. One night Private Accommodation linked with Meals and Incidentals. 
AJF171018","Dépenses personnelles du 28 juillet 16h00 au 30 juillet, vol de retour. Une nuit d'hébergement privé lié aux repas et aux frais accessoires. ",aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00038,SLE,Assistant Deputy Minister Programs Branch,Sous-ministre adjointe de la Direction générale des programmes,France Pégeot ,Saskatchewan Pasture Outreach,Sensibilisation des pâturages de la Saskatchewan ,2017-07-31,2017-08-07,"Saskatoon,  Maple Creek and  Regina, SK","Saskatoon,  Maple Creek and  Regina, SK",938.16,62,464.87,376.65,,1841.68,"Personal Expenses from Aug. 03 1:00 pm to Aug. 07, return flight
AJF168860","Dépenses personnelles du 03 août 13h00 au 07 août, vol de retour",aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00041,MPSES,Deputy Minister,Sous-ministre,Chris Forbes,Meeting with the Honourable Minister MacAulay and United States Department of Agriculture,Rencontre avec l'honorable ministre MacAulay et le ministère de l'Agriculture des États-Unis.,2017-06-04,2017-06-05,"Toronto, ON","Toronto, ON",609.43,26,288.85,80.4,,1004.68,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q4-00039,MPSES,Director of Communications,Directeur des communications,Guy Gallant,To support the Minister at the Alimentaria Food Show in Mexico City,Soutenir le ministre au salon de l'alimentation Alimentaria à Mexico,2017-12-06,2017-12-09,"Mexico, Mexico","Mexico, Mexique",1815.5,,929.47,480.25,,3225.22,1900103175,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00044,MPSES,Deputy Minister,Sous-ministre,Chris Forbes,Meeting with Minister and the Canadian Food Inspection Agency President.,Rencontre avec le ministre et le président de l'Agence Canadienne d'Inspection des Aliments.,2017-08-30,2017-09-01,"Charlottetown, PEI","Charlottetown, L’Î-P-É",808.63,17,471.44,82.05,,1379.12,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00043,MPSES,Deputy Minister,Sous-ministre,Chris Forbes,Pan-Prairie Agri-Food Stategy Session,Séance de culture agroalimentaire Pan-Prairie.,2017-08-27,2017-08-29,"Saskatoon, SK","Saskatchewan, SK",750.18,97.09,354.42,115.6,,1317.29,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00048,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To accompany the Parliamentary Secretary to the Inauguration of the 50th Agriculture Fair of Expo Rive-Nord,Pour accompagner le secrétaire parlementaire de l'inauguration de la 50ème Foire de l'agriculture de l'Expo Rive-Nord,2017-06-29,2017-06-29,"Ottawa, ON","Ottawa, ON",,222,,64,,286,1900033689,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00049,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To accompany the Parliamentary Secretary to the Annual General Meeting for the Dairy Farmers of Canada,Pour accompagner le secrétaire parlementaire de l'assemblée générale annuelle pour les laiteries du Canada,2017-07-19,2017-07-21,"Edmonton, AB","Edmonton, AB",996.8,128.04,424.38,203.45,28.25,1780.92,1900048088,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00050,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To support the Parliamentary Secretary at a meeting and attend a speaking engagement/dinner at L'Exposition agricole et alimentaire de Sainte-Hyacinthe,Aider le secrétaire parlementaire lors d'une réunion et assister à un entretien / dîner à L'Exposition agricole et alimentaire de Sainte-Hyacinthe,2017-08-02,2017-08-03,"Sainte-Hyacinthe, QC","Sainte-Hyacinthe, QC",,119.08,,35.2,,154.28,1900061506,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00051,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To support the Parliamentary Secretary at the IOWA Summit,Appuyer le secrétaire parlementaire au Sommet de l'IOWA,2017-08-04,2017-08-05,"Detroit, USA","Detroit, ÉU",961.96,89.33,253.37,204.36,,1509.02,1900061512,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00052,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To accompany the Parliamentary Secretary to l'Exposition Agricole et Alimentaire de Ste-Hyacinthe,Pour accompagner le secrétaire parlementaire de l'Exposition Agricole et Alimentaire de Ste-Hyacinthe,2017-07-28,2017-07-28,"Sainte-Hyacinthe, QC","Sainte-Hyacinthe, QC",,93.97,,64,,157.97,1900051500,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00054,MPSES,Parliamentary Secretary,Secrétaire parlementaire,Jean-Claude Poissant,To attend an announcement with the Pork Producers of Quebec City,Participer à une annonce avec les producteurs de porc de la ville de Québec,2017-06-08,2017-06-08,"Québec, QC","Québec, QC",561.48,35,,81.3,,677.78,1900031003,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2017-Q2-00055,MPSES,Parliamentary Secretary,Secrétaire parlementaire,Jean-Claude Poissant,To attend the Annual Meeting for the Dairy Farmers of Canada,Pour assister à la réunion annuelle pour les laiteries du Canada,2017-07-19,2017-07-21,"Edmonton, AB","Edmonton, AB",1435.45,,424.38,203.45,,2063.28,1900051304,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
